world_portcode,port_city,port_country,port_latitude,port_longitude,region
41670,Durres,Albania,41.316667,19.45,Europe
41660,Shengjin,Albania,41.816667,19.6,Europe
41690,Vlores,Albania,40.466667,19.5,Europe
11430,St Johns,Antigua and Barbuda,17.116667,-61.85,Caribbean
11840,Paarden Baai - (Oranjestad),Aruba,12.516667,-70.033333,Caribbean
11830,Sint Nicolaas Baai,Aruba,12.433333,-69.916667,Caribbean
9995,Clifton Pier,Bahamas,25,-77.55,Atlantic Ocean
10006,Cockburn Town,Bahamas,24.05,-74.533333,Atlantic Ocean
10010,Matthew Town,Bahamas,20.95,-73.683333,Atlantic Ocean
9990,Nassau,Bahamas,25.083333,-77.35,Atlantic Ocean
9987,South Riding Point,Bahamas,26.616667,-78.216667,Atlantic Ocean
11690,Bridgetown,Barbados,13.1,-59.633333,Caribbean
31250,Antwerpen,Belgium,51.216667,4.4,Europe
31290,Bruges,Belgium,51.233333,3.216667,Europe
31260,Bruxelles,Belgium,50.866667,4.35,Europe
31270,Ghent,Belgium,51.066667,3.733333,Europe
31320,Nieuwpoort,Belgium,51.133333,2.75,Europe
31310,Oostende,Belgium,51.233333,2.916667,Europe
31280,Zeebrugge,Belgium,51.333333,3.2,Europe
9930,Freeport,Bermuda,32.316666667,-64.833333333,North Atlantic
9960,Hamilton,Bermuda,32.3,-64.783333,North Atlantic
9950,Ireland Island,Bermuda,32.316667,-64.833333,North Atlantic
9940,St George,Bermuda,32.383333,-64.683333,North Atlantic
41415,Neum,Bosnia and Herzegovina,42.916667,17.6,Europe
43500,Burgas,Bulgaria,42.483333,27.483333,Europe
43510,Varna,Bulgaria,43.183333,27.966667,Europe
3760,Southampton,Canada,44.5,-81.383333,North America
11781,Goto Oil Terminal,Caribbean Netherlands,12.216667,-68.383333,Caribbean
11780,Kralendijk,Caribbean Netherlands,12.15,-68.283333,Caribbean
11390,Oranjestad,Caribbean Netherlands,17.483333,-62.983333,Caribbean
11782,Salina,Caribbean Netherlands,12.083333,-68.283333,Caribbean
11930,Barranquilla,Colombia,10.966667,-74.766667,Latin America
15370,Buenaventura,Colombia,3.883333,-77.066667,Latin America
11910,Cartagena,Colombia,10.416667,-75.533333,Latin America
11900,Covenas,Colombia,9.416667,-75.683333,Latin America
11901,Covenas Offshore Term.,Colombia,9.5,-75.733333,Latin America
11908,El Bosque,Colombia,10.4,-75.533333,Latin America
11905,Mamonal,Colombia,10.316667,-75.516667,Latin America
11935,Pozos Colorados,Colombia,11.15,-74.25,Latin America
11946,Puerto Bolivar,Colombia,12.25,-71.966667,Latin America
11934,Puerto Prodeco,Colombia,11.15,-74.216667,Latin America
9768,San Andres Island,Colombia,12.566666667,-81.7,Latin America
11940,Santa Marta,Colombia,11.25,-74.216667,Latin America
15360,Tumaco,Colombia,1.816667,-78.75,Latin America
11880,Turbo,Colombia,8.083333,-76.733333,Latin America
41030,Bakar,Croatia,45.3,14.533333,Europe
41550,Dubrovnik,Croatia,42.666667,18.083333,Europe
41350,Dugi Rat,Croatia,43.45,16.65,Europe
41420,Korcula,Croatia,42.933333,17.133333,Europe
41045,Omisalj,Croatia,45.216667,14.55,Europe
41410,Ploce,Croatia,43.05,17.433333,Europe
40960,Pula,Croatia,44.883333,13.8,Europe
41010,Rijeka Luka,Croatia,45.333333,14.433333,Europe
40940,Rovinj,Croatia,45.083333,13.633333,Europe
41090,Senj,Croatia,44.983333,14.9,Europe
41290,Sibenik,Croatia,43.733333,15.883333,Europe
41320,Split,Croatia,43.5,16.433333,Europe
40880,Umag,Croatia,45.433333,13.516667,Europe
41220,Zadar,Croatia,44.116667,15.216667,Europe
40980,Zaliv Rasa,Croatia,45.05,14.066667,Europe
10230,Antilla,Cuba,20.833333,-75.733333,Caribbean
10100,Bahai De La Habana,Cuba,23.133333,-82.366667,Caribbean
10270,Bahia De Sagua De Tanamo,Cuba,20.683333,-75.333333,Caribbean
10070,Bahia Honda,Cuba,22.966666667,-83.166666667,Caribbean
10210,Banes,Cuba,20.916666667,-75.716666667,Caribbean
10290,Baracoa,Cuba,20.35,-74.5,Caribbean
10080,Cabanas,Cuba,23,-82.966667,Caribbean
10140,Caibarien,Cuba,22.533333333,-79.466666667,Caribbean
10120,Cardenas,Cuba,23.05,-81.2,Caribbean
10530,Casilda,Cuba,21.75,-79.983333,Caribbean
10280,Cayo Moa Grande,Cuba,20.666667,-74.9,Caribbean
10430,Ceiba Hueca,Cuba,20.216667,-77.316667,Caribbean
10540,Cienfuegos,Cuba,22.15,-80.45,Caribbean
10250,Felton,Cuba,20.733333,-75.6,Caribbean
10470,Guayabal,Cuba,20.7,-77.616667,Caribbean
10130,Isabela De Sagua,Cuba,22.95,-80,Caribbean
10500,Jucaro,Cuba,21.616667,-78.85,Caribbean
10158,Manati,Cuba,21.366667,-76.816667,Caribbean
10460,Manzanillo,Cuba,20.35,-77.116667,Caribbean
10090,Mariel,Cuba,22.983333,-82.75,Caribbean
10110,Matanzas,Cuba,23.05,-81.55,Caribbean
10420,Media Luna,Cuba,20.15,-77.433333,Caribbean
10260,Nicaro,Cuba,20.716667,-75.55,Caribbean
10550,Nueva Gerona,Cuba,21.916667,-82.8,Caribbean
10150,Nuevitas Bay,Cuba,21.55,-77.266667,Caribbean
10505,Palo Alto,Cuba,21.583333333,-78.966666667,Caribbean
10240,Preston,Cuba,20.766666667,-75.65,Caribbean
10320,Puerto Guantanamo,Cuba,19.983333,-75.133333,Caribbean
10160,Puerto Padre,Cuba,21.283333,-76.533333,Caribbean
10480,Santa Cruz del Sur,Cuba,20.7,-77.983333333,Caribbean
10050,Santa Lucia,Cuba,22.666666667,-83.966666667,Caribbean
10370,Santiago De Cuba,Cuba,20.016667,-75.833333,Caribbean
10520,Tunas De Zaza,Cuba,21.633333,-79.55,Caribbean
10190,Vita,Cuba,21.1,-75.966666667,Caribbean
11820,Bullen Baai,Curacao,12.183333,-69.033333,
11800,Caracasbaai,Curacao,12.066667,-68.866667,
11821,Sint Michelsbaai,Curacao,12.133333,-69.016667,
11810,Willemstad,Curacao,12.116667,-68.933333,
30100,Abenra,Denmark,55.05,9.433333,Europe
30400,Alborg,Denmark,57.05,9.933333,Europe
30260,Arhus,Denmark,56.15,10.216667,Europe
29930,Assens,Denmark,55.266667,9.883333,Europe
30095,Augustenborg,Denmark,54.95,9.866667,Europe
29670,Bandholm,Denmark,54.833333,11.5,Europe
29130,Christianso Harbor,Denmark,55.316667,15.183333,Europe
30105,Ensted,Denmark,55.016667,9.433333,Europe
30640,Esbjerg,Denmark,55.466667,8.45,Europe
29940,Faborg,Denmark,55.1,10.25,Europe
29180,Fakse Ladeplads Havn,Denmark,55.216667,12.166667,Europe
30170,Fredericia,Denmark,55.566667,9.766667,Europe
30430,Frederikshavn,Denmark,57.433333,10.55,Europe
29420,Frederikssund,Denmark,55.833333,12.05,Europe
29410,Frederiksvaerk,Denmark,55.966667,12.016667,Europe
30290,Grenaa Havn,Denmark,56.416667,10.933333,Europe
29546,Gulfhaven,Denmark,55.2,11.266667,Europe
30120,Haderslev,Denmark,55.25,9.5,Europe
30340,Hadsund,Denmark,56.716667,10.116667,Europe
30380,Hals,Denmark,56.983333,10.316667,Europe
30455,Hanstholm,Denmark,57.133333,8.6,Europe
29120,Hasle,Denmark,55.183333,14.7,Europe
29350,Helsingor,Denmark,56.033333,12.616667,Europe
30450,Hirtshals,Denmark,57.6,9.966667,Europe
30360,Hobro,Denmark,56.633333,9.8,Europe
29440,Holbaek,Denmark,55.716667,11.716667,Europe
30500,Holstebro-Stuer,Denmark,56.5,8.583333,Europe
30230,Horsens,Denmark,55.866667,9.85,Europe
29390,Hundested Havn,Denmark,55.966667,11.85,Europe
29490,Kalundborg,Denmark,55.683333,11.1,Europe
29870,Kerteminde,Denmark,55.45,10.666667,Europe
29230,Kobenhavn,Denmark,55.7,12.616667,Europe
29220,Koge,Denmark,55.45,12.2,Europe
30160,Kolding,Denmark,55.483333,9.5,Europe
29520,Korsor,Denmark,55.333333,11.133333,Europe
29435,Kyndbyvaerkets,Denmark,55.816667,11.883333,Europe
30480,Lemvig,Denmark,56.583333,8.283333,Europe
30350,Mariager,Denmark,56.65,9.983333,Europe
29790,Marstal,Denmark,54.916667,10.333333,Europe
29910,Middelfart,Denmark,55.5,9.733333,Europe
29555,Naestved,Denmark,55.233333,11.75,Europe
29700,Nakskov,Denmark,54.833333,11.133333,Europe
29085,Nekso,Denmark,55.066667,15.133333,Europe
29860,Nyborg,Denmark,55.316667,10.8,Europe
29630,Nykobing,Denmark,54.766667,11.866667,Europe
29455,Nykobing (Mor),Denmark,56.766667,11.866667,Europe
29720,Nysted,Denmark,54.666667,11.733333,Europe
29880,Odense,Denmark,55.416667,10.383333,Europe
30330,Randers,Denmark,56.466667,10.05,Europe
30630,Ringkobing,Denmark,56.083333,8.25,Europe
29710,Rodby Havn,Denmark,54.65,11.35,Europe
29110,Ronne,Denmark,55.1,14.7,Europe
29760,Rudkobing,Denmark,54.95,10.716667,Europe
29660,Sakskobing,Denmark,54.8,11.633333,Europe
29530,Skaelskor,Denmark,55.25,11.3,Europe
29905,Skaerbaek,Denmark,55.516667,9.616667,Europe
30440,Skagen Havn,Denmark,57.716667,10.6,Europe
30060,Sonderborg,Denmark,54.916667,9.783333,Europe
29600,Stege,Denmark,54.983333,12.283333,Europe
29545,Stigsnaesvaerket,Denmark,55.2,11.25,Europe
29580,Stubbekobing,Denmark,54.883333,12.05,Europe
30285,Studstrup,Denmark,56.25,10.35,Europe
29830,Svendborg,Denmark,55.066667,10.616667,Europe
30457,Thisted,Denmark,56.95,8.7,Europe
30460,Thyboron,Denmark,56.7,8.216667,Europe
29260,Tuborg,Denmark,55.716667,12.583333,Europe
30190,Vejle,Denmark,55.716667,9.55,Europe
29560,Vordingborg,Denmark,55,11.9,Europe
11530,Portsmouth,Dominica,15.566667,-61.466667,Caribbean
11520,Roseau,Dominica,15.3,-61.4,Caribbean
10978,Amber Cove,Dominican Republic,19.833333333,-70.766666667,Caribbean
11035,Andres (Andres Lng Terminal),Dominican Republic,18.433333,-69.633333,Caribbean
11075,Cabo Rojo,Dominican Republic,17.916667,-71.65,Caribbean
11020,La Romana,Dominican Republic,18.416667,-68.966667,Caribbean
11050,Las Calderas,Dominican Republic,18.216667,-70.516667,Caribbean
10960,Pepillo Salcedo,Dominican Republic,19.7,-71.75,Caribbean
11045,Puerto De Haina,Dominican Republic,18.416667,-70.016667,Caribbean
10980,Puerto Plata,Dominican Republic,19.8,-70.7,Caribbean
11060,Puerto Viejo De Azua,Dominican Republic,18.35,-70.833333,Caribbean
11030,San Pedro De Macoris,Dominican Republic,18.45,-69.316667,Caribbean
11010,Sanchez,Dominican Republic,19.233333,-69.616667,Caribbean
11000,Santa Barbara De Samana,Dominican Republic,19.2,-69.333333,Caribbean
11070,Santa Cruz De Barahona,Dominican Republic,18.2,-71.083333,Caribbean
11040,Santo Domingo,Dominican Republic,18.466667,-69.883333,Caribbean
28498,Bekkeri,Estonia,59.45454,24.66745,Europe
28520,Heltermaa,Estonia,58.866684,23.048341,Europe
28440,Kunda,Estonia,59.527775,26.547196,Europe
28492,Lahesuu,Estonia,59.457056204,24.703002723,Europe
28460,Loksa,Estonia,59.583392,25.698938,Europe
28496,Meeruse,Estonia,59.45087,24.6722,Europe
28482,Miiduranna,Estonia,59.499402,24.816063,Europe
28484,Muuga-Port of Tallin,Estonia,59.500042,24.966693,Europe
28510,Osmussaar,Estonia,59.3,23.366667,Europe
28505,Paldiski Lounasadam,Estonia,59.333343,24.081111,Europe
28506,Paldiski Pohjasadam,Estonia,59.349752,24.047504,Europe
28490,Paljassaare,Estonia,59.459102,24.70564,Europe
28550,Parnu,Estonia,58.383351,24.480001,Europe
28515,Rohukula,Estonia,58.90606,23.423923,Europe
28530,Roomassaare,Estonia,58.21504,22.50695,Europe
28525,Saaremaa sadam,Estonia,58.536129,22.236096,Europe
28425,Sillamae,Estonia,59.42612,27.73945,Europe
28480,Vanasadam - Port of Tallinn,Estonia,59.450128,24.766676,Europe
28500,Vene-Balti,Estonia,59.45696,24.65636,Europe
28540,Virtsu,Estonia,58.575016,23.510001,Europe
32740,Fuglafjordur,Faroe Islands,62.25,-6.8,North Atlantic
32750,Klaksvik,Faroe Islands,62.233333,-6.583333,North Atlantic
32702,Runavik,Faroe Islands,62.116667,-6.716667,North Atlantic
32730,Sorvagur,Faroe Islands,62.083333,-7.25,North Atlantic
32690,Torshavn,Faroe Islands,62,-6.75,North Atlantic
32680,Tvoroyri,Faroe Islands,61.55,-6.8,North Atlantic
32676,Vagur,Faroe Islands,61.483333,-6.8,North Atlantic
32720,Vestmanna,Faroe Islands,62.15,-7.166667,North Atlantic
28170,Ekenas,Finland,59.983333,23.433333,Europe
28240,Hamina,Finland,60.566667,27.2,Europe
28140,Hanko,Finland,59.816667,22.95,Europe
27610,Hellnas,Finland,63.283333,22.233333,Europe
28190,Helsinki,Finland,60.166667,24.966667,Europe
27540,Himanka,Finland,64,23.65,Europe
28187,Inkoo,Finland,60.016667,23.916667,Europe
28180,Jussaro,Finland,59.833333,23.566667,Europe
27590,Kantlax,Finland,63.416667,22.283333,Europe
27670,Kaskinen,Finland,62.383333,21.233333,Europe
27410,Kemi,Finland,65.733333,24.566667,Europe
27560,Kokkola,Finland,63.85,23.016667,Europe
28230,Kotka,Finland,60.466667,26.966667,Europe
27680,Kristinestad,Finland,62.283333,21.4,Europe
28220,Loviisa,Finland,60.45,26.233333,Europe
27750,Mantyluoto,Finland,61.6,21.483333333,Europe
27920,Mariehamn,Finland,60.1,19.916667,Europe
27805,Naantali,Finland,60.466667,22.016667,Europe
27580,Nykarleby,Finland,63.516667,22.533333,Europe
27520,Oulu,Finland,65.016667,25.4,Europe
27990,Pargas,Finland,60.283333,22.066667,Europe
27570,Pietarsaari,Finland,63.683333,22.666667,Europe
27740,Pori,Finland,61.483333,21.8,Europe
28185,Porkkala,Finland,60.083333,24.383333,Europe
28210,Porvoo,Finland,60.3,25.633333,Europe
27530,Raahe,Finland,64.683333,24.416667,Europe
27537,Rahja,Finland,64.217777778,23.679722222,Europe
27780,Rauma,Finland,61.125,21.446111111,Europe
27755,Tahkoluoto,Finland,61.633333,21.4,Europe
27850,Tolkkinen,Finland,60.033333,25.583333,Europe
27400,Tornio,Finland,65.766667,24.166667,Europe
27820,Turku,Finland,60.45,22.233333,Europe
27825,Uto,Finland,59.783333333,21.366666667,Europe
27790,Uusikaupunki,Finland,60.8,21.4,Europe
27650,Vaasa,Finland,63.1,21.583333,Europe
27535,Veitsiluoto,Finland,65.7,24.616667,Europe
37170,Ambes,France,45.016667,-0.533333,Europe
38980,Antibes,France,43.583333,7.133333,Europe
39060,Bastia,France,42.7,9.45,Europe
37230,Bayonne,France,43.5,-1.466667,Europe
37160,Blaye,France,45.133333,-0.666667,Europe
39080,Bonifacio,France,41.383333,9.166667,Europe
37190,Bordeaux,France,44.866667,-0.566667,Europe
35760,Boulogne-Sur-Mer,France,50.733333,1.6,Europe
35750,Calais,France,50.966667,1.85,Europe
39110,Calvi,France,42.566667,8.75,Europe
38960,Cannes,France,43.55,7.016667,Europe
36620,Concarneau,France,47.866667,-3.916667,Europe
35870,Deauville,France,49.366667,0.083333,Europe
35810,Dieppe,France,49.933333,1.083333,Europe
36860,Donges,France,47.3,-2.066667,Europe
35730,Dunkerque Port Est,France,51.05,2.383333,Europe
35732,Dunkerque Port Ouest,France,51.066667,2.35,Europe
35830,Fecamp,France,49.766667,0.366667,Europe
38775,Fos,France,43.416667,4.883333,Europe
36110,Granville,France,48.833333,-1.6,Europe
35740,Gravelines,France,51,2.116667,Europe
35860,Honfleur,France,49.416667,0.216667,Europe
39120,L'ile Rousse,France,42.633333,8.933333,Europe
37000,La Pallice,France,46.166667,-1.216667,Europe
37010,La Rochelle,France,46.15,-1.15,Europe
36220,Le Legue,France,48.533333,-2.75,Europe
35800,Le Treport,France,50.066667,1.366667,Europe
37120,Le Verdon,France,45.55,-1.05,Europe
36960,Les Sables D' Olonne,France,46.5,-1.8,Europe
36280,Lezardrieux,France,48.790299727,-3.098863445,Europe
36680,Lorient,France,47.75,-3.35,Europe
38810,Marseille,France,43.316667,5.366667,Europe
36855,Montoir,France,47.3,-2.133333,Europe
36360,Morlaix,France,48.583333,-3.833333,Europe
36900,Nantes,France,47.2,-1.566667,Europe
38990,Nice,France,43.7,7.283333,Europe
35885,Ouistreham,France,49.283333,-0.25,Europe
36260,Paimpol,France,48.783333,-3.05,Europe
37150,Pauillac,France,45.2,-0.75,Europe
36290,Pontrieux,France,48.709507583,-3.146202479,Europe
39100,Port D' Ajaccio,France,41.916667,8.75,Europe
35880,Port De Caen,France,49.183333,-0.35,Europe
39090,Port De Propriano,France,41.683333,8.9,Europe
36370,Port De Roscoff-Bloscon,France,48.733333,-3.983333,Europe
35840,Port Of Le Havre,France,49.483333,0.116667,Europe
35850,Port Of Rouen,France,49.45,1.066667,Europe
38770,Port Saint Louis Du Rhone,France,43.383333,4.816667,Europe
38780,Port-de-Bouc,France,43.4,4.983333,Europe
38730,Port-La-Nouvelle,France,43.016667,3.066667,Europe
38720,Port-Vendres,France,42.516667,3.116667,Europe
39070,Porto Vecchio,France,41.583333,9.283333,Europe
36460,Rade De Brest,France,48.383333,-4.5,Europe
35950,Rade De Cherbourg,France,49.65,-1.633333,Europe
37040,Rochefort,France,45.933333,-0.95,Europe
36130,Saint-Malo,France,48.65,-2.016667,Europe
38940,Saint-Raphael,France,43.416667,6.766667,Europe
38920,Saint-Tropez,France,43.266667,6.633333,Europe
35790,Saint-Valery-Sur-Somme,France,50.183333,1.616667,Europe
38750,Sete,France,43.4,3.7,Europe
36850,St Nazaire,France,47.283333,-2.2,Europe
37050,Tonnay Charente,France,45.933333,-0.9,Europe
38870,Toulon,France,43.1,5.916667,Europe
36300,Treguier,France,48.783333,-3.233333,Europe
39000,Villefranche,France,43.7,7.316667,Europe
44350,Batumi,Georgia,41.65,41.65,Mediterranean Sea
44320,Sokhumi,Georgia,42.983333,40.983333,Mediterranean Sea
44345,Supsa Marine Terminal,Georgia,42.1,41.716667,Mediterranean Sea
30850,Brake,Germany,53.333333,8.483333,Europe
30900,Bremen,Germany,53.133333,8.766667,Europe
30810,Bremerhaven,Germany,53.533333,8.583333,Europe
30720,Brunsbuttel Canal Terminals,Germany,53.9,9.15,Europe
30710,Brunsbuttel Elbahafen,Germany,53.883333,9.166667,Europe
30695,Busum,Germany,54.133333,8.866667,Europe
30785,Butzfleth,Germany,53.65,9.516667,Europe
30800,Cuxhaven,Germany,53.866667,8.716667,Europe
28950,Eckernforde,Germany,54.483333,9.833333,Europe
30860,Elsfleth,Germany,53.233333,8.466667,Europe
30950,Emden,Germany,53.333333,7.183333,Europe
29005,Flensburg,Germany,54.8,9.433333,Europe
30760,Gluckstadt,Germany,53.783333,9.416667,Europe
30780,Hamburg,Germany,53.55,9.933333,Europe
28920,Heiligenhafen,Germany,54.366667,10.983333,Europe
30930,Helgoland,Germany,54.172438358,7.895715237,Europe
30680,Husum,Germany,54.483333,9.05,Europe
30725,Itzehoe,Germany,53.916667,9.516667,Europe
28955,Kappeln,Germany,54.666667,9.933333,Europe
28930,Kiel,Germany,54.316667,10.133333,Europe
30960,Leer,Germany,53.233333,7.45,Europe
28890,Lubeck,Germany,53.883333,10.7,Europe
28880,Lubeck-Travemunde,Germany,53.966667,10.883333,Europe
30740,Neuhaus,Germany,53.8,9.033333,Europe
28900,Neustadt,Germany,54.1,10.816667,Europe
30840,Nordenham,Germany,53.483333,8.483333,Europe
30870,Oldenburg,Germany,53.116667,8.216667,Europe
28912,Orth,Germany,54.45,11.05,Europe
30970,Papenburg,Germany,53.1,7.383333,Europe
30730,Rendsburg,Germany,54.3,9.683333,Europe
28860,Rostock,Germany,54.1,12.133333,Europe
28840,Sassnitz,Germany,54.516667,13.65,Europe
28848,Stralsund,Germany,54.316667,13.1,Europe
30910,Wilhelmshaven,Germany,53.533333,8.166667,Europe
28870,Wismar,Germany,53.9,11.466667,Europe
28828,Wolgast,Germany,54.05,13.783333,Europe
42434,Achladi,Greece,38.9,22.816667,Europe
41840,Aigio,Greece,38.25,22.083333,Europe
42630,Alexandroupoli,Greece,40.833333,25.883333,Europe
42890,Andros,Greece,37.833333,24.95,Europe
41790,Argostolion,Greece,38.183333,20.516667,Europe
42345,Astakos,Greece,38.483333,21.1,Europe
43155,Ayios Nikolaos,Greece,35.2,25.716667,Europe
42880,Gavrio,Greece,37.883333,24.733333,Europe
43130,Iraklion,Greece,35.35,25.15,Europe
41820,Itea,Greece,38.433333,22.416667,Europe
41940,Kalamata,Greece,37.016667,22.116667,Europe
43165,Kali Limenes,Greece,34.933333,24.833333,Europe
43260,Kalimnos,Greece,36.95,26.983333,Europe
41880,Katakolon,Greece,37.65,21.316667,Europe
42600,Kavala,Greece,40.933333,24.4,Europe
41720,Kerkira,Greece,39.616667,19.933333,Europe
42820,Khios,Greece,38.366667,26.133333,Europe
42420,Kymassi,Greece,38.833333,23.466667,Europe
42620,Lagos,Greece,41,25.133333,Europe
43280,Lakki,Greece,37.133333,26.85,Europe
42120,Lavrio,Greece,37.7,24.066667,Europe
43250,Limin Kos,Greece,36.9,27.283333,Europe
42920,Limin Sirou,Greece,37.433333,24.95,Europe
42160,Megara Oil Terminal,Greece,37.966667,23.4,Europe
41800,Mesolongion,Greece,38.366667,21.416667,Europe
42905,Mikonos,Greece,37.45,25.333333,Europe
43030,Milos,Greece,36.716667,24.45,Europe
42760,Mitilini,Greece,39.1,26.566667,Europe
42050,Navplio,Greece,37.566667,22.8,Europe
42840,Neon Karlovas,Greece,37.8,26.683333,Europe
42980,Nisos Naxos,Greece,37.1,25.366667,Europe
42340,Ormos Aliveriou,Greece,38.383333,24.05,Europe
41850,Patrai,Greece,38.25,21.733333,Europe
41910,Pilos,Greece,36.9,21.666667,Europe
42230,Piraievs,Greece,37.933333,23.65,Europe
42860,Pithagorion,Greece,37.683333,26.95,Europe
42780,Plomarion,Greece,38.983333,26.366667,Europe
41730,Preveza,Greece,38.95,20.75,Europe
43120,Rethimnon,Greece,35.366667,24.466667,Europe
43210,Rodhos,Greece,36.45,28.233333,Europe
42850,Samos,Greece,37.75,26.966667,Europe
43150,Sitia,Greece,35.216667,26.133333,Europe
43100,Soudha,Greece,35.483333,24.183333,Europe
